Date,Transaction,Name,Memo,Amount
2023-01-26,DEBIT,DEBIT PURCHASE -VISA SHELL OIL 574431BEAVERTON   OR,Download from usbank.com.3650,-35.22
2023-01-26,DEBIT,DEBIT PURCHASE -VISA EASY VISA SERVIC888-[ANONYMIZED] NV,Download from usbank.com.3650,-321.95
2023-01-26,DEBIT,DEBIT PURCHASE -VISA WALGREENS #[ANONYMIZED] PORTLAND    OR,Download from usbank.com.3650,-14.99
2023-01-26,DEBIT,DEBIT PURCHASE -VISA WALGREENS #[ANONYMIZED] PORTLAND    OR,Download from usbank.com.3650,-0.5
2023-01-26,DEBIT,DEBIT PURCHASE PAPA MURPHY'S ORHILLSBORO   OR,Download from usbank.com.3650,-22.55
2023-01-27,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,120.0
2023-01-27,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,50.0
2023-01-27,DEBIT,RECURRING DEBIT PURCHASE GOOGLE *Google S855-836-3987CA,Download from usbank.com.3650,-1.99
2023-01-27,DEBIT,RECURRING DEBIT PURCHASE Prezi Inc.     510-[ANONYMIZED] CA,Download from usbank.com.3650,-36.0
2023-01-27,DEBIT,DEBIT PURCHASE -VISA WALGREENS #[ANONYMIZED] PORTLAND    OR,Download from usbank.com.3650,-1.05
2023-01-30,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,30.0
2023-01-30,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,17.0
2023-01-30,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,60.0
2023-01-30,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,42.6
2023-01-30,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,15.0
2023-01-30,DEBIT,DEBIT PURCHASE -VISA TM *RBD         800-653-8000CA,Download from usbank.com.3650,-825.79
2023-01-30,DEBIT,DEBIT PURCHASE -VISA THE INDEPENDENT PORTLAND    OR,Download from usbank.com.3650,-79.0
2023-01-30,DEBIT,DEBIT PURCHASE FRED-MEYER #0482BEAVERTON   OR,Download from usbank.com.3650,-13.47
2023-01-30,DEBIT,DEBIT PURCHASE -VISA PAPA MURPHY'S ORolo.com     OR,Download from usbank.com.0857,-17.5
2023-01-30,DEBIT,DEBIT PURCHASE -VISA NORDSTROM-RACK #BEAVERTON   OR,Download from usbank.com.3650,-30.34
2023-01-30,DEBIT,DEBIT PURCHASE -VISA NORDSTROM-RACK #BEAVERTON   OR,Download from usbank.com.3650,-22.57
2023-01-30,DEBIT,DEBIT PURCHASE -VISA PANDA EXPRESS #1HILLSBORO   OR,Download from usbank.com.3650,-21.05
2023-01-30,DEBIT,DEBIT PURCHASE -VISA PANDA EXPRESS #1HILLSBORO   OR,Download from usbank.com.3650,-6.45
2023-01-30,DEBIT,DEBIT PURCHASE -VISA SHELL OIL 574431BEAVERTON   OR,Download from usbank.com.3650,-35.0
2023-01-30,DEBIT,DEBIT PURCHASE -VISA SOUNDSONLINE    NDSONLINE.COCA,Download from usbank.com.3650,-9.99
2023-01-30,DEBIT,DEBIT PURCHASE -VISA NAYAX VENDING 45HUNT VALLEY MD,Download from usbank.com.3650,-6.0
2023-01-30,DEBIT,WEB AUTHORIZED PMT DISCOVER,Download from usbank.com.,-107.0
2023-01-31,CREDIT,ELECTRONIC DEPOSIT VENMO,Download from usbank.com.,256.0
2023-01-31,DEBIT,DEBIT PURCHASE -VISA COSTCO GAS #0009ALOHA       OR,Download from usbank.com.3650,-54.59
2023-01-31,DEBIT,DEBIT PURCHASE -VISA NESPRESSO USA INWilmington  DE,Download from usbank.com.3650,-42.6
2023-01-31,DEBIT,DEBIT PURCHASE -VISA SQ *BOOM CREPE KTIGARD      OR,Download from usbank.com.3650,-20.41
2023-02-01,CREDIT,FUNDS TRANSFER-CREDIT [ANONYMIZED],Download from usbank.com.,2400.0
2023-02-01,DEBIT,FUNDS TRANSFER-DEBIT [ANONYMIZED],Download from usbank.com.,-133.0
2023-02-01,DEBIT,DEBIT PURCHASE -VISA CAREPOINT       CAREPOINT.PHIL,Download from usbank.com.0857,-25.0
2023-02-01,DEBIT,DEBIT PURCHASE -VISA BA@WILLAMETTE CASALEM       OR,Download from usbank.com.3650,-7.4
2023-02-01,DEBIT,DEBIT PURCHASE -VISA CANYON MEDICAL CPORTLAND    OR,Download from usbank.com.0857,-20.0
2023-02-01,DEBIT,DEBIT PURCHASE -VISA CANTEEN VENDING PORTLAND    OR,Download from usbank.com.3650,-1.5
2023-02-01,DEBIT,RECURRING DEBIT PURCHASE Audible*DX8LY0Q2Amzn.com/bilNJ,Download from usbank.com.3650,-7.95
2023-02-01,DEBIT,DEBIT PURCHASE -VISA SQ *SUSHI & FRIEPortland    OR,Download from usbank.com.3650,-11.84
2023-02-01,DEBIT,DEBIT PURCHASE TRADER JOE'S # 1HILLSBORO   OR,Download from usbank.com.3650,-1.49
2023-02-02,DEBIT,ELECTRONIC WITHDRAWAL Randall Realty C,Download from usbank.com.,-1793.23
2023-02-02,DEBIT,ELECTRONIC WITHDRAWAL YARDI SERVICECHG,Download from usbank.com.,-0.95
2023-02-02,DEBIT,ELECTRONIC WITHDRAWAL PORTLAND GENERAL,Download from usbank.com.,-110.73
2023-02-03,CREDIT,ELECTRONIC DEPOSIT WILLAMETTE UNIVE,Download from usbank.com.,98.84
2023-02-03,DEBIT,DEBIT PURCHASE -VISA AAA OR/ID MBR DU503-222-6747OR,Download from usbank.com.3650,-6.5
2023-02-03,DEBIT,DEBIT PURCHASE -VISA TRAVELERS PERS I800-842-5075CT,Download from usbank.com.3650,-33.54
2023-02-03,DEBIT,DEBIT PURCHASE -VISA CANTEEN VENDING PORTLAND    OR,Download from usbank.com.3650,-1.75
2023-02-03,DEBIT,DEBIT PURCHASE -VISA BA@WILLAMETTE CASALEM       OR,Download from usbank.com.3650,-7.4
2023-02-03,DEBIT,DEBIT PURCHASE -VISA HARVARD BUS EDUC617-783-7600MA,Download from usbank.com.3650,-8.5
2023-02-06,CREDIT,ELECTRONIC DEPOSIT Square Inc,Download from usbank.com.,11.25
2023-02-06,DEBIT,DEBIT PURCHASE -VISA SHELL OIL 574431BEAVERTON   OR,Download from usbank.com.3650,-32.78
2023-02-06,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*644Amzn.com/bilWA,Download from usbank.com.3650,-7.99
2023-02-06,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*A98Amzn.com/bilWA,Download from usbank.com.3650,-29.99
2023-02-06,DEBIT,DEBIT PURCHASE -VISA PAPA MURPHY'S ORolo.com     OR,Download from usbank.com.0857,-17.5
2023-02-06,DEBIT,DEBIT PURCHASE -VISA 24 HOUR FITNESS BEAVERTON   OR,Download from usbank.com.3650,-2.99
2023-02-06,DEBIT,DEBIT PURCHASE -VISA EASY VISA SERVIC888-[ANONYMIZED] NV,Download from usbank.com.3650,-49.0
2023-02-06,DEBIT,DEBIT PURCHASE -VISA TARGET        00BEAVERTON   OR,Download from usbank.com.3650,-29.22
2023-02-06,DEBIT,DEBIT PURCHASE -VISA TST* JAMBA JUICEBEAVERTON   OR,Download from usbank.com.3650,-24.28
2023-02-06,DEBIT,DEBIT PURCHASE -VISA STATE FARM  INSU800-956-6310IL,Download from usbank.com.3650,-60.78
2023-02-06,DEBIT,RECURRING DEBIT PURCHASE APPLE.COM/BILL  866-712-7753CA,Download from usbank.com.3650,-0.99
2023-02-06,DEBIT,DEBIT PURCHASE FRED-MEYE FRED MBEAVERTON   OR,Download from usbank.com.3650,-32.32
2023-02-07,CREDIT,ELECTRONIC DEPOSIT PREMERE REHAB,Download from usbank.com.,1646.51
2023-02-07,DEBIT,DEBIT PURCHASE -VISA Amazon Prime*FO9Amzn.com/bilWA,Download from usbank.com.3650,-14.99
2023-02-07,DEBIT,DEBIT PURCHASE -VISA BAKER ALLERGY ASPORTLAND    OR,Download from usbank.com.0857,-20.0
2023-02-07,DEBIT,RECURRING DEBIT PURCHASE SPLICE.COM      SPLICE.COM  NY,Download from usbank.com.3650,-9.99
2023-02-07,DEBIT,DEBIT PURCHASE -VISA FAMILY FUN CENTE503-362-8067OR,Download from usbank.com.0857,-80.0
2023-02-08,DEBIT,DEBIT PURCHASE -VISA WALGREENS #[ANONYMIZED] PORTLAND    OR,Download from usbank.com.0857,-21.77
2023-02-08,DEBIT,DEBIT PURCHASE -VISA PAPA MURPHY'S ORolo.com     OR,Download from usbank.com.0857,-15.99
2023-02-08,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-92.39
2023-02-09,DEBIT,DEBIT PURCHASE -VISA APPLE CASH      1INFINITELOOCA,Download from usbank.com.3650,-80.0
2023-02-09,DEBIT,RECURRING DEBIT PURCHASE VARSITY TUTORS  888-888-5181MO,Download from usbank.com.0857,-549.0
2023-02-09,DEBIT,DEBIT PURCHASE -VISA SQ *BARBERSHOP  BEAVERTON   OR,Download from usbank.com.3650,-40.0
2023-02-13,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,153.76
2023-02-13,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,133.0
2023-02-13,DEBIT,DEBIT PURCHASE -VISA SHELL OIL 574431BEAVERTON   OR,Download from usbank.com.3650,-36.05
2023-02-13,DEBIT,DEBIT PURCHASE -VISA CHATGPT SUBSCRIPOPENAI.COM  CA,Download from usbank.com.3650,-20.0
2023-02-13,DEBIT,RECURRING DEBIT PURCHASE APPLE.COM/BILL  866-712-7753CA,Download from usbank.com.3650,-9.99
2023-02-13,DEBIT,DEBIT PURCHASE -VISA FAMILY FUN CENTEWILSONVILLE OR,Download from usbank.com.3650,-14.0
2023-02-13,DEBIT,DEBIT PURCHASE -VISA TST* VICTORICO MHILLSBORO   OR,Download from usbank.com.3650,-12.83
2023-02-13,DEBIT,DEBIT PURCHASE -VISA ULTA # 493      BEAVERTON   OR,Download from usbank.com.0857,-33.05
2023-02-13,DEBIT,DEBIT PURCHASE -VISA WASHINGTON PARK 503-[ANONYMIZED] OR,Download from usbank.com.3650,-4.1
2023-02-13,DEBIT,DEBIT PURCHASE -VISA TST* VICTORICO MHILLSBORO   OR,Download from usbank.com.3650,-13.19
2023-02-13,DEBIT,RECURRING DEBIT PURCHASE WWW.BEATSTARS.COWWW.BEATSTARTX,Download from usbank.com.3650,-9.99
2023-02-13,DEBIT,DEBIT PURCHASE -VISA NATURAL GROCERS BEAVERTON   OR,Download from usbank.com.3650,-87.57
2023-02-14,DEBIT,DEBIT PURCHASE -VISA TST* TOMS PANCAKBEAVERTON   OR,Download from usbank.com.3650,-44.96
2023-02-14,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*HE6Amzn.com/bilWA,Download from usbank.com.3650,-16.09
2023-02-14,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-62.97
2023-02-14,DEBIT,WEB AUTHORIZED PMT PAYMENT FOR AMZ,Download from usbank.com.,-100.0
2023-02-14,DEBIT,DEBIT PURCHASE FRED-MEYE FRED MBEAVERTON   OR,Download from usbank.com.3650,-68.97
2023-02-15,DEBIT,RECURRING DEBIT PURCHASE APPLE.COM/BILL  866-712-7753CA,Download from usbank.com.3650,-2.99
2023-02-15,DEBIT,DEBIT PURCHASE -VISA PAPA MURPHY'S ORolo.com     OR,Download from usbank.com.0857,-15.99
2023-02-15,DEBIT,DEBIT PURCHASE -VISA HAWAIIAN EXPRESSPORTLAND    OR,Download from usbank.com.3650,-17.99
2023-02-16,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,16.09
2023-02-16,DEBIT,ELECTRONIC WITHDRAWAL COMCAST [ANONYMIZED],Download from usbank.com.,-100.0
2023-02-17,CREDIT,ELECTRONIC DEPOSIT WILLAMETTE UNIVE,Download from usbank.com.,89.85
2023-02-17,DEBIT,DEBIT PURCHASE -VISA CAREOF          HTTPSTAKECARNY,Download from usbank.com.0857,-36.0
2023-02-17,DEBIT,DEBIT PURCHASE -VISA CAREOF          HTTPSTAKECARNY,Download from usbank.com.0857,-36.0
2023-02-17,DEBIT,DEBIT PURCHASE -VISA BA@WILLAMETTE CASALEM       OR,Download from usbank.com.3650,-6.5
2023-02-17,DEBIT,DEBIT PURCHASE -VISA CANTEEN VENDING PORTLAND    OR,Download from usbank.com.3650,-1.5
2023-02-17,DEBIT,DEBIT PURCHASE -VISA ALLENXSPEIGNER.CALLENXSPEIGNTN,Download from usbank.com.0857,-5.0
2023-02-17,DEBIT,DEBIT PURCHASE -VISA SP STANLEY - A PHTTPSSTANLEYWA,Download from usbank.com.3650,-36.95
2023-02-17,DEBIT,RECURRING DEBIT PURCHASE Spotify USA     877-[ANONYMIZED] NY,Download from usbank.com.3650,-15.99
2023-02-17,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-55.76
2023-02-21,DEBIT,DEBIT PURCHASE -VISA SHELL OIL 574431BEAVERTON   OR,Download from usbank.com.3650,-36.23
2023-02-21,DEBIT,RECURRING DEBIT PURCHASE WWW.BEATSTARS.COWWW.BEATSTARTX,Download from usbank.com.3650,-10.0
2023-02-21,DEBIT,DEBIT PURCHASE -VISA 24 HOUR FITNESS BEAVERTON   OR,Download from usbank.com.3650,-29.99
2023-02-21,DEBIT,DEBIT PURCHASE -VISA KINOKUNIYA BOOKSBEAVERTON   OR,Download from usbank.com.3650,-5.85
2023-02-21,DEBIT,RECURRING DEBIT PURCHASE Amazon Prime*HE5Amzn.com/bilWA,Download from usbank.com.3650,-14.99
2023-02-21,DEBIT,DEBIT PURCHASE -VISA NESPRESSO USA INWilmington  DE,Download from usbank.com.3650,-46.05
2023-02-21,DEBIT,RECURRING DEBIT PURCHASE WWW.BEATSTARS.COWWW.BEATSTARTX,Download from usbank.com.3650,-10.0
2023-02-21,DEBIT,RECURRING DEBIT PURCHASE DRI*HitPaw.com  myord.com   MN,Download from usbank.com.3650,-17.99
2023-02-21,DEBIT,DEBIT PURCHASE -VISA CNK*CINEMARK.COM800-246-3627OR,Download from usbank.com.3650,-28.7
2023-02-21,DEBIT,DEBIT PURCHASE -VISA CENTURY THEATRESBEAVERTON   OR,Download from usbank.com.3650,-16.25
2023-02-21,DEBIT,DEBIT PURCHASE -VISA CENTURY THEATRESBEAVERTON   OR,Download from usbank.com.3650,-6.2
2023-02-21,DEBIT,DEBIT PURCHASE TRADER JOE'S # 1HILLSBORO   OR,Download from usbank.com.3650,-48.41
2023-02-21,DEBIT,DEBIT PURCHASE -VISA DOORDASH*THAI BLWWW.DOORDASHCA,Download from usbank.com.3650,-40.67
2023-02-21,DEBIT,RECURRING DEBIT PURCHASE WWW.BEATSTARS.COWWW.BEATSTARTX,Download from usbank.com.3650,-1.78
2023-02-22,CREDIT,ELECTRONIC DEPOSIT PREMERE REHAB,Download from usbank.com.,1514.6
2023-02-22,DEBIT,MOBILE BANKING TRANSFER WITHDRAWAL [ANONYMIZED],Download from usbank.com.,-50.0
2023-02-22,DEBIT,DEBIT PURCHASE -VISA CASCADE TICKETS 503-281-0295OR,Download from usbank.com.0857,-56.78
2023-02-22,DEBIT,DEBIT PURCHASE -VISA CANTEEN VENDING PORTLAND    OR,Download from usbank.com.3650,-1.5
2023-02-22,DEBIT,DEBIT PURCHASE -VISA PAPA MURPHY'S ORHILLSBORO   OR,Download from usbank.com.3650,-18.04
2023-02-23,DEBIT,RECURRING DEBIT PURCHASE DisneyPLUS      888-[ANONYMIZED] CA,Download from usbank.com.3650,-12.99
2023-02-23,DEBIT,DEBIT PURCHASE -VISA SP MARIO LUCIANOHTTPSMARIOLUWA,Download from usbank.com.3650,-300.0
2023-02-24,DEBIT,DEBIT PURCHASE -VISA RAMEN RYOMA BEAVBEAVERTON   OR,Download from usbank.com.3650,-48.14
2023-02-24,DEBIT,DEBIT PURCHASE -VISA SHELL OIL 574431BEAVERTON   OR,Download from usbank.com.3650,-40.06
2023-02-24,DEBIT,DEBIT PURCHASE -VISA CAREPOINT       CAREPOINT.PHIL,Download from usbank.com.0857,-25.0
2023-02-27,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,50.0
2023-02-27,DEBIT,DEBIT PURCHASE -VISA BUCKEDUP.COM    855-205-2825UT,Download from usbank.com.0857,-43.97
2023-02-27,DEBIT,DEBIT PURCHASE -VISA TST* VICTORICO MHILLSBORO   OR,Download from usbank.com.3650,-23.93
2023-02-27,DEBIT,DEBIT PURCHASE GOODWILL OF CORNBEAVERTON   OR,Download from usbank.com.3650,-34.36
2023-02-27,DEBIT,RECURRING DEBIT PURCHASE GOOGLE *Google Sg.co/helppayCA,Download from usbank.com.3650,-1.99
2023-02-27,DEBIT,DEBIT PURCHASE UWAJIMAYA       BEAVERTON   OR,Download from usbank.com.3650,-8.26
2023-02-27,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-55.76
2023-02-27,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-64.01
2023-02-27,DEBIT,WEB AUTHORIZED PMT DISCOVER,Download from usbank.com.,-107.0
2023-02-28,DEBIT,DEBIT PURCHASE -VISA OLD NAVY ON-LINE800-[ANONYMIZED] OH,Download from usbank.com.0857,-13.1
2023-02-28,DEBIT,DEBIT PURCHASE -VISA OLD NAVY ON-LINE800-[ANONYMIZED] OH,Download from usbank.com.0857,-19.26
2023-03-01,CREDIT,FUNDS TRANSFER-CREDIT [ANONYMIZED],Download from usbank.com.,1800.0
2023-03-01,DEBIT,DEBIT PURCHASE PAPA MURPHY'S ORHILLSBORO   OR,Download from usbank.com.3650,-18.04
2023-03-02,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,337.0
2023-03-02,DEBIT,DEBIT PURCHASE -VISA SOUNDSONLINE    NDSONLINE.COCA,Download from usbank.com.3650,-9.99
2023-03-02,DEBIT,RECURRING DEBIT PURCHASE Google ADS524015650-[ANONYMIZED] CA,Download from usbank.com.3650,-9.82
2023-03-02,DEBIT,DEBIT PURCHASE -VISA BAKER ALLERGY AS503-[ANONYMIZED] OR,Download from usbank.com.0857,-75.0
2023-03-02,DEBIT,DEBIT PURCHASE -VISA TRAVELERS PERS I800-842-5075CT,Download from usbank.com.3650,-31.5
2023-03-02,DEBIT,ELECTRONIC WITHDRAWAL Randall Realty C,Download from usbank.com.,-1792.01
2023-03-02,DEBIT,ELECTRONIC WITHDRAWAL YARDI SERVICECHG,Download from usbank.com.,-0.95
2023-03-02,DEBIT,ELECTRONIC WITHDRAWAL PORTLAND GENERAL,Download from usbank.com.,-109.36
2023-03-03,DEBIT,DEBIT PURCHASE -VISA AAA OR/ID MBR DU503-222-6747OR,Download from usbank.com.3650,-6.5
2023-03-03,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-10.88
2023-03-03,DEBIT,DEBIT PURCHASE -VISA SQ *CC TRAINING gosq.com    TX,Download from usbank.com.3650,-337.0
2023-03-03,DEBIT,DEBIT PURCHASE -VISA COSTCO GAS #0009ALOHA       OR,Download from usbank.com.0857,-37.54
2023-03-06,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,224.85
2023-03-06,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,300.0
2023-03-06,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,37.0
2023-03-06,DEBIT,DEBIT PURCHASE -VISA RAMEN RYOMA BEAVBEAVERTON   OR,Download from usbank.com.3650,-43.26
2023-03-06,DEBIT,DEBIT PURCHASE -VISA SCHMIZZA PUB ANDPORTLAND    OR,Download from usbank.com.3650,-15.0
2023-03-06,DEBIT,DEBIT PURCHASE -VISA BURGER KING #165KEIZER      OR,Download from usbank.com.3650,-3.38
2023-03-06,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-4.59
2023-03-06,DEBIT,DEBIT PURCHASE -VISA COSTCO GAS #0009ALOHA       OR,Download from usbank.com.0857,-59.9
2023-03-06,DEBIT,DEBIT PURCHASE -VISA 24 HOUR FITNESS BEAVERTON   OR,Download from usbank.com.3650,-7.78
2023-03-06,DEBIT,DEBIT PURCHASE -VISA STATE FARM  INSU800-956-6310IL,Download from usbank.com.3650,-77.56
2023-03-06,DEBIT,DEBIT PURCHASE -VISA SQ *BARBERSHOP  BEAVERTON   OR,Download from usbank.com.3650,-40.0
2023-03-06,DEBIT,DEBIT PURCHASE -VISA PANDA EXPRESS 14KEIZER      OR,Download from usbank.com.3650,-18.95
2023-03-06,DEBIT,DEBIT PURCHASE -VISA APPLE CASH      1INFINITELOOCA,Download from usbank.com.3650,-70.0
2023-03-06,DEBIT,DEBIT PURCHASE -VISA FRED-MEYER #0225SALEM       OR,Download from usbank.com.0857,-14.98
2023-03-06,DEBIT,DEBIT PURCHASE -VISA MCDONALD'S F1714SALEM       OR,Download from usbank.com.3650,-8.54
2023-03-06,DEBIT,DEBIT PURCHASE -VISA GIN THAI BASSERIPORTLAND    OR,Download from usbank.com.3650,-34.0
2023-03-06,DEBIT,RECURRING DEBIT PURCHASE APPLE.COM/BILL  866-712-7753CA,Download from usbank.com.3650,-0.99
2023-03-06,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-224.85
2023-03-07,CREDIT,ELECTRONIC DEPOSIT PREMERE REHAB,Download from usbank.com.,1098.29
2023-03-07,DEBIT,MOBILE BANKING TRANSFER WITHDRAWAL [ANONYMIZED],Download from usbank.com.,-20.0
2023-03-07,DEBIT,DEBIT PURCHASE -VISA Amazon Prime*H58Amzn.com/bilWA,Download from usbank.com.3650,-14.99
2023-03-07,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*H54Amzn.com/bilWA,Download from usbank.com.3650,-12.59
2023-03-07,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*H59Amzn.com/bilWA,Download from usbank.com.3650,-11.99
2023-03-07,DEBIT,RECURRING DEBIT PURCHASE SPLICE.COM      SPLICE.COM  NY,Download from usbank.com.3650,-9.99
